# phi = 1.0
# x[m] T[K] u[m/s] rho[kg/m3] press[Pa] Y_H Y_H2 Y_O Y_OH Y_H2O Y_O2 Y_HO2 Y_H2O2 Y_N2
0.000000000000000000e+00 3.000000000000000000e+02 2.331215094996734294e+00 8.494721085515976045e-01 1.013250000000000146e+05 0.000000000000000000e+00 2.852238752756710780e-02 6.265575207404225991e-15 0.000000000000000000e+00 0.000000000000000000e+00 2.263540069709664426e-01 4.881571980329054827e-14 0.000000000000000000e+00
6.000000000000000125e-03 2.999999999998980797e+02 2.331215094995972681e+00 8.494721085518748271e-01 1.013250000000000146e+05 0.000000000000000000e+00 2.852238752756733678e-02 5.258723212108504306e-15 0.000000000000000000e+00 0.000000000000000000e+00 2.263540069709867875e-01 2.782836331106925307e-14 0.000000000000000000e+00
9.000000000000001055e-03 2.999999999999072884e+02 2.331215094996042403e+00 8.494721085518497361e-01 1.013250000000000146e+05 1.226734754931955536e-20 2.852238752756722576e-02 4.799351749218656010e-15 7.803359207214950016e-18 0.000000000000000000e+00 2.263540069709850111e-01 2.965609773872356828e-14 0.000000000000000000e+00
1.200000000000000025e-02 2.999999999999160991e+02 2.331215094996108572e+00 8.494721085518259773e-01 1.013250000000000146e+05 1.161569710945056568e-20 2.852238752756711820e-02 4.380108019138955615e-15 7.652421357528357565e-18 0.000000000000000000e+00 2.263540069709833180e-01 3.138652489444326079e-14 0.000000000000000000e+00
1.499999999999999944e-02 2.999999999999241140e+02 2.331215094996168080e+00 8.494721085518038839e-01 1.013250000000000146e+05 1.060779919756220454e-20 2.852238752756701065e-02 3.997433370954827911e-15 6.992857016592983649e-18 0.000000000000000000e+00 2.263540069709817915e-01 3.296695652590665854e-14 0.000000000000000000e+00
1.650000000000000078e-02 2.999999999999279794e+02 2.331215094996188508e+00 8.494721085517964454e-01 1.013250000000000146e+05 1.012341949515259446e-20 2.852238752756659432e-02 3.814854587671863225e-15 6.673622432626841603e-18 0.000000000000000000e+00 2.263540069709811808e-01 3.372103696386301708e-14 0.000000000000000000e+00
1.762500000000000178e-02 2.999999999999307647e+02 2.331215094995972681e+00 8.494721085518749382e-01 1.013250000000000146e+05 9.772627238760746805e-21 2.852238752755606108e-02 3.682662406340409702e-15 6.442373630521633128e-18 0.000000000000000000e+00 2.263540069709837899e-01 3.426700839589134513e-14 0.000000000000000000e+00
1.837499999999999550e-02 2.999999999999329248e+02 2.331215094991698322e+00 8.494721085534324700e-01 1.013250000000000146e+05 9.544252870050724765e-21 2.852238752736539415e-02 3.596602999478658749e-15 6.291823294078540351e-18 0.000000000000000000e+00 2.263540069710406610e-01 3.462245930515479962e-14 0.000000000000000000e+00
1.912499999999999617e-02 2.999999999999484999e+02 2.331215094897473694e+00 8.494721085877670053e-01 1.013250000000000146e+05 9.321215246942579025e-21 2.852238752317340018e-02 3.512554741162149676e-15 6.144791017220659072e-18 0.000000000000000000e+00 2.263540069722979331e-01 3.496964798954017311e-14 0.000000000000000000e+00
1.949999999999999650e-02 3.000000000001512035e+02 2.331215094109322816e+00 8.494721088749616067e-01 1.013250000000000146e+05 9.211656317893901069e-21 2.852238748808400351e-02 3.471267866856530192e-15 6.072565413120761178e-18 0.000000000000000000e+00 2.263540069828247625e-01 3.514130894691513899e-14 0.000000000000000000e+00
